antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'clicks_forumng_medium'}),frozenset({'clicks_quiz_medium'}),0.3392226148409894,0.3368049098010043,0.13390366375302212,0.3947368421052631,1.172004417448923,0.019651821559041854,1.095713627285297,0.22210338680926883
frozenset({'clicks_oucontent_high'}),frozenset({'clicks_homepage_high'}),0.3267621350195276,0.3286219081272085,0.1480379393713967,0.4530449630051224,1.3786206938758025,0.04065674305755901,1.2274831502814723,0.407935048169022
frozenset({'clicks_homepage_high'}),frozenset({'clicks_oucontent_high'}),0.3286219081272085,0.3267621350195276,0.1480379393713967,0.45048104131295985,1.3786206938758025,0.04065674305755901,1.2251403783939185,0.40906506215286975
frozenset({'clicks_quiz_high'}),frozenset({'clicks_homepage_high'}),0.3269481123302957,0.3286219081272085,0.19583410823879488,0.5989761092150171,1.8226907409446218,0.08839179570622421,1.6741598376061952,0.6706177982773729
frozenset({'clicks_homepage_high'}),frozenset({'clicks_quiz_high'}),0.3286219081272085,0.3269481123302957,0.19583410823879488,0.5959252971137522,1.822690740944622,0.08839179570622421,1.6656620245271254,0.6722896986054882
frozenset({'clicks_quiz_medium'}),frozenset({'clicks_homepage_high'}),0.3368049098010043,0.3286219081272085,0.11214431839315603,0.3329652125897294,1.0132167221816497,0.0014628462677376552,1.0065113612430672,0.019668901705716897
frozenset({'clicks_homepage_high'}),frozenset({'clicks_quiz_medium'}),0.3286219081272085,0.3368049098010043,0.11214431839315603,0.34125636672325976,1.0132167221816497,0.0014628462677376552,1.0067574951732177,0.01942916993977464
frozenset({'clicks_oucontent_low'}),frozenset({'clicks_homepage_low'}),0.34350009298865536,0.3302957039241213,0.16533382927282872,0.48132106118029244,1.4572428749810993,0.05187722426113968,1.2911731052736413,0.47794765739268424
frozenset({'clicks_homepage_low'}),frozenset({'clicks_oucontent_low'}),0.3302957039241213,0.34350009298865536,0.16533382927282872,0.5005630630630631,1.4572428749810993,0.05187722426113968,1.3144800843879911,0.46852408514195376
frozenset({'clicks_homepage_low'}),frozenset({'clicks_oucontent_medium'}),0.3302957039241213,0.329737771991817,0.109912590663939,0.3327702702702703,1.0091966966966968,0.0010016211535304187,1.0045449088122642,0.01360733129686211
frozenset({'clicks_oucontent_medium'}),frozenset({'clicks_homepage_low'}),0.329737771991817,0.3302957039241213,0.109912590663939,0.33333333333333337,1.0091966966966968,0.0010016211535304187,1.0045564441138182,0.01359600443951178
frozenset({'clicks_homepage_low'}),frozenset({'clicks_quiz_low'}),0.3302957039241213,0.3362469778687,0.2267063418262972,0.6863738738738738,2.04127893795344,0.1156454095787965,2.1163830651798716,0.7616959467325067
frozenset({'clicks_quiz_low'}),frozenset({'clicks_homepage_low'}),0.3362469778687,0.3302957039241213,0.2267063418262972,0.6742256637168142,2.0412789379534404,0.1156454095787965,2.055730674541917,0.7685253864342274
frozenset({'clicks_oucontent_high'}),frozenset({'clicks_homepage_medium'}),0.3267621350195276,0.34108238794867024,0.12367491166077739,0.3784860557768924,1.1096616804320343,0.012222102357111103,1.0601815424672036,0.14678976446641476
frozenset({'clicks_homepage_medium'}),frozenset({'clicks_oucontent_high'}),0.34108238794867024,0.3267621350195276,0.12367491166077739,0.3625954198473283,1.1096616804320343,0.012222102357111103,1.0562174887717592,0.14997994563037578
frozenset({'clicks_homepage_medium'}),frozenset({'clicks_oucontent_medium'}),0.34108238794867024,0.329737771991817,0.12386088897154547,0.3631406761177754,1.1013014187734227,0.011393142303702378,1.0524494230881916,0.13959768405153686
frozenset({'clicks_oucontent_medium'}),frozenset({'clicks_homepage_medium'}),0.329737771991817,0.34108238794867024,0.12386088897154547,0.3756345177664975,1.1013014187734227,0.011393142303702378,1.0553395900334308,0.13723490416054246
frozenset({'clicks_quiz_high'}),frozenset({'clicks_homepage_medium'}),0.3269481123302957,0.34108238794867024,0.10712293100241771,0.3276450511945393,0.9606038387530196,-0.0043933118865096266,0.9800145194469017,-0.05743446719154395
frozenset({'clicks_homepage_medium'}),frozenset({'clicks_quiz_high'}),0.34108238794867024,0.3269481123302957,0.10712293100241771,0.31406761177753545,0.9606038387530195,-0.0043933118865096266,0.9812219093690282,-0.05859429058561064
frozenset({'clicks_quiz_medium'}),frozenset({'clicks_homepage_medium'}),0.3368049098010043,0.34108238794867024,0.1450623023991073,0.4307012700165654,1.262748489028938,0.030184079491344273,1.157419782177457,0.3137487956052174
frozenset({'clicks_homepage_medium'}),frozenset({'clicks_quiz_medium'}),0.34108238794867024,0.3368049098010043,0.1450623023991073,0.42529989094874593,1.262748489028938,0.030184079491344273,1.1539846256403778,0.3157855504172185
frozenset({'clicks_oucontent_high'}),frozenset({'clicks_quiz_high'}),0.3267621350195276,0.3269481123302957,0.18058396875581179,0.5526465566306203,1.6903188481244855,0.07374970553016003,1.5045192959741351,0.6066141871170008
frozenset({'clicks_quiz_high'}),frozenset({'clicks_oucontent_high'}),0.3269481123302957,0.3267621350195276,0.18058396875581179,0.5523321956769056,1.6903188481244857,0.07374970553016003,1.5038782295243591,0.6067818064005369
frozenset({'clicks_oucontent_low'}),frozenset({'clicks_quiz_low'}),0.34350009298865536,0.3362469778687,0.16775153431281384,0.48835950189496485,1.4523833195183773,0.05225066614776104,1.2973035257952499,0.4744502302092298
frozenset({'clicks_quiz_low'}),frozenset({'clicks_oucontent_low'}),0.3362469778687,0.34350009298865536,0.16775153431281384,0.49889380530973454,1.4523833195183773,0.05225066614776104,1.3101013596870983,0.4692657082203926
frozenset({'clicks_oucontent_low'}),frozenset({'clicks_quiz_medium'}),0.34350009298865536,0.3368049098010043,0.11456202343314116,0.33351380617217113,0.9902284570887708,-0.0011304944025394975,0.9950620077965436,-0.014808589298942253
frozenset({'clicks_quiz_medium'}),frozenset({'clicks_oucontent_low'}),0.3368049098010043,0.34350009298865536,0.11456202343314116,0.3401435670900055,0.9902284570887707,-0.0011304944025394975,0.9949132481987825,-0.014661283311974204
frozenset({'clicks_quiz_medium'}),frozenset({'clicks_oucontent_medium'}),0.3368049098010043,0.329737771991817,0.16626371582666916,0.4936499171728327,1.497098479773447,0.05520641527298112,1.3237130806137616,0.5006690706787069
frozenset({'clicks_oucontent_medium'}),frozenset({'clicks_quiz_medium'}),0.329737771991817,0.3368049098010043,0.16626371582666916,0.5042301184433164,1.4970984797734468,0.05520641527298112,1.337707502756336,0.49539009601561285
"frozenset({'clicks_forumng_low', 'clicks_homepage_low'})",frozenset({'Result_Fail'}),0.2237307048540078,0.3022131299981402,0.13892505114376047,0.6209476309226933,2.054667945520814,0.07131069455314067,1.8408719399391174,0.6612439215414606
"frozenset({'clicks_forumng_low', 'Result_Fail'})",frozenset({'clicks_homepage_low'}),0.16105635112516273,0.3302957039241213,0.13892505114376047,0.8625866050808315,2.6115586573871794,0.0857288302774244,4.873646389930348,0.7355522733808209
"frozenset({'clicks_homepage_low', 'Result_Fail'})",frozenset({'clicks_forumng_low'}),0.1913706527803608,0.3308536358564255,0.13892505114376047,0.7259475218658892,2.1941651630538987,0.07560937487516053,2.441672371289851,0.673047294975671
frozenset({'clicks_forumng_low'}),"frozenset({'clicks_homepage_low', 'Result_Fail'})",0.3308536358564255,0.1913706527803608,0.13892505114376047,0.41989881956155145,2.1941651630538987,0.07560937487516053,1.393945357271064,0.8133434237226841
frozenset({'clicks_homepage_low'}),"frozenset({'clicks_forumng_low', 'Result_Fail'})",0.3302957039241213,0.16105635112516273,0.13892505114376047,0.4206081081081081,2.6115586573871794,0.0857288302774244,1.4479727117606522,0.9214319092532305
frozenset({'Result_Fail'}),"frozenset({'clicks_forumng_low', 'clicks_homepage_low'})",0.3022131299981402,0.2237307048540078,0.13892505114376047,0.45969230769230773,2.0546679455208134,0.07131069455314067,1.4367170895355779,0.7356162389429788
"frozenset({'clicks_forumng_low', 'Result_Fail'})",frozenset({'clicks_quiz_low'}),0.16105635112516273,0.3362469778687,0.13371768644225404,0.8302540415704388,2.4691791933209344,0.07956297510985788,3.9102729058891548,0.7092337105804418
"frozenset({'clicks_forumng_low', 'clicks_quiz_low'})",frozenset({'Result_Fail'}),0.19992560907569276,0.3022131299981402,0.13371768644225404,0.6688372093023256,2.2131308765652955,0.07329754235670435,2.107081138348313,0.6851255909047707
"frozenset({'Result_Fail', 'clicks_quiz_low'})",frozenset({'clicks_forumng_low'}),0.21089827041100986,0.3308536358564255,0.13371768644225404,0.6340388007054674,1.916372474082798,0.06394122688093982,1.8284625950332853,0.6059811513162315
frozenset({'clicks_forumng_low'}),"frozenset({'Result_Fail', 'clicks_quiz_low'})",0.3308536358564255,0.21089827041100986,0.13371768644225404,0.4041596402473299,1.9163724740827979,0.06394122688093982,1.3243509216403901,0.7146131253570791
frozenset({'Result_Fail'}),"frozenset({'clicks_forumng_low', 'clicks_quiz_low'})",0.3022131299981402,0.19992560907569276,0.13371768644225404,0.44246153846153846,2.213130876565295,0.07329754235670435,1.4350120146269307,0.7855571140917705
frozenset({'clicks_quiz_low'}),"frozenset({'clicks_forumng_low', 'Result_Fail'})",0.3362469778687,0.16105635112516273,0.13371768644225404,0.39767699115044247,2.4691791933209344,0.07956297510985788,1.3928467558913737,0.8964284865307854
"frozenset({'clicks_oucontent_low', 'Result_Fail'})",frozenset({'clicks_homepage_low'}),0.1748186721220011,0.3302957039241213,0.12962618560535616,0.7414893617021278,2.2449258433965884,0.07188432923773964,2.590625672063071,0.6720353076338305
"frozenset({'clicks_oucontent_low', 'clicks_homepage_low'})",frozenset({'Result_Fail'}),0.16533382927282872,0.3022131299981402,0.12962618560535616,0.7840269966254219,2.59428502206455,0.07966013156623646,3.230898580373195,0.7362672211182635
"frozenset({'clicks_homepage_low', 'Result_Fail'})",frozenset({'clicks_oucontent_low'}),0.1913706527803608,0.34350009298865536,0.12962618560535616,0.6773566569484937,1.9719256872831894,0.06389034858000255,2.034754229863475,0.6095270966779693
frozenset({'clicks_oucontent_low'}),"frozenset({'clicks_homepage_low', 'Result_Fail'})",0.34350009298865536,0.1913706527803608,0.12962618560535616,0.3773687060097456,1.9719256872831894,0.06389034858000255,1.2987290472301511,0.7507716193642523
frozenset({'Result_Fail'}),"frozenset({'clicks_oucontent_low', 'clicks_homepage_low'})",0.3022131299981402,0.16533382927282872,0.12962618560535616,0.428923076923077,2.59428502206455,0.07966013156623646,1.4615652235254886,0.8806949062843193
frozenset({'clicks_homepage_low'}),"frozenset({'clicks_oucontent_low', 'Result_Fail'})",0.3302957039241213,0.1748186721220011,0.12962618560535616,0.39245495495495497,2.2449258433965884,0.07188432923773964,1.3582224636805618,0.8280535017970857
"frozenset({'clicks_homepage_low', 'Result_Fail'})",frozenset({'clicks_quiz_low'}),0.1913706527803608,0.3362469778687,0.16644969313743724,0.8697764820213799,2.5867191061000887,0.10210188948728059,5.0970288042769205,0.7585798132320518
"frozenset({'clicks_homepage_low', 'clicks_quiz_low'})",frozenset({'Result_Fail'}),0.2267063418262972,0.3022131299981402,0.16644969313743724,0.734208367514356,2.4294390105382724,0.09793605998368367,2.6253154152230467,0.7608782692581575
"frozenset({'Result_Fail', 'clicks_quiz_low'})",frozenset({'clicks_homepage_low'}),0.21089827041100986,0.3302957039241213,0.16644969313743724,0.7892416225749559,2.3895001151945596,0.09679090045565306,3.1775927688286463,0.7369169331807762
frozenset({'clicks_homepage_low'}),"frozenset({'Result_Fail', 'clicks_quiz_low'})",0.3302957039241213,0.21089827041100986,0.16644969313743724,0.5039414414414415,2.3895001151945596,0.09679090045565306,1.590743100737851,0.8682972917206423
frozenset({'Result_Fail'}),"frozenset({'clicks_homepage_low', 'clicks_quiz_low'})",0.3022131299981402,0.2267063418262972,0.16644969313743724,0.5507692307692308,2.4294390105382724,0.09793605998368367,1.7213728692222836,0.8432121118271373
frozenset({'clicks_quiz_low'}),"frozenset({'clicks_homepage_low', 'Result_Fail'})",0.3362469778687,0.1913706527803608,0.16644969313743724,0.49502212389380534,2.5867191061000887,0.10210188948728059,1.6013163852936556,0.9241538324272798
"frozenset({'clicks_oucontent_low', 'Result_Fail'})",frozenset({'clicks_quiz_low'}),0.1748186721220011,0.3362469778687,0.1411567788729775,0.8074468085106383,2.4013503812841273,0.08237452869693548,3.447115142560343,0.7071992821177053
"frozenset({'clicks_oucontent_low', 'clicks_quiz_low'})",frozenset({'Result_Fail'}),0.16775153431281384,0.3022131299981402,0.1411567788729775,0.8414634146341464,2.7843377110694187,0.09046006262631162,4.401424872319425,0.7700202412760101
"frozenset({'Result_Fail', 'clicks_quiz_low'})",frozenset({'clicks_oucontent_low'}),0.21089827041100986,0.34350009298865536,0.1411567788729775,0.6693121693121693,1.9485065156424117,0.06871320337564904,1.9852557188023061,0.6168867765461645
frozenset({'clicks_oucontent_low'}),"frozenset({'Result_Fail', 'clicks_quiz_low'})",0.34350009298865536,0.21089827041100986,0.1411567788729775,0.410936654033568,1.948506515642412,0.06871320337564904,1.3395872192563096,0.741487420080843
frozenset({'Result_Fail'}),"frozenset({'clicks_oucontent_low', 'clicks_quiz_low'})",0.3022131299981402,0.16775153431281384,0.1411567788729775,0.46707692307692317,2.7843377110694187,0.09046006262631162,1.561667155590852,0.9184010073854332
frozenset({'clicks_quiz_low'}),"frozenset({'clicks_oucontent_low', 'Result_Fail'})",0.3362469778687,0.1748186721220011,0.1411567788729775,0.41980088495575224,2.4013503812841277,0.08237452869693548,1.4222381704513078,0.8791939520191255
"frozenset({'clicks_homepage_high', 'Result_Pass'})",frozenset({'clicks_forumng_high'}),0.2226148409893993,0.3299237493025851,0.15956853263901805,0.7167919799498748,2.1725989155526926,0.08612260964939662,2.3660214515775984,0.6942784488239033
"frozenset({'clicks_homepage_high', 'clicks_forumng_high'})",frozenset({'Result_Pass'}),0.23860888971545471,0.5718802306118653,0.15956853263901805,0.6687451286048325,1.1693796931733933,0.023112825762502676,1.2924180332352397,0.19023831566577065
"frozenset({'Result_Pass', 'clicks_forumng_high'})",frozenset({'clicks_homepage_high'}),0.2170355216663567,0.3286219081272085,0.15956853263901805,0.7352185089974294,2.237277828454543,0.08824590537763581,2.535592987752582,0.7063260967061442
